Default,LOAN,MORTDUE,VALUE,REASON,Reason_D,JOB,Mgr_D,Office_D,Prof_D,Sales_D,Self_D,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,11500,104610,118861,DebtCon,0,Other,0,0,0,0,0,18,0,1,203.7002024,1,16,37.59695145
0,11500,59781,69864,DebtCon,0,Other,0,0,0,0,0,4,0,1,312.547396,0,9,31.18180135
0,11500,22758,36922,DebtCon,0,Office,0,1,0,0,0,7,0,1,103.0481171,0,16,19.0201683
0,11600,64143,78851,DebtCon,0,Office,0,1,0,0,0,6,0,3,201.369922,3,29,35.79580494
0,11600,92613,108515,DebtCon,0,Other,0,0,0,0,0,11,0,0,206.8225881,3,16,39.11103947
1,11600,44623,,HomeImp,1,ProfExe,0,0,1,0,0,13,6,2,178.0932217,0,29,21.33465191
1,11600,57939,69774,DebtCon,0,Mgr,1,0,0,0,0,5,0,0,91.99164592,0,12,72.26409333
0,11600,50433,107092,DebtCon,0,ProfExe,0,0,1,0,0,5,0,1,225.1816913,0,9,24.95259473
0,11600,89205,128462,DebtCon,0,Office,0,1,0,0,0,10,0,0,128.1235975,0,21,37.52332471
0,11600,22635,33353,DebtCon,0,Office,0,1,0,0,0,6,0,0,85.57207035,0,16,19.22387267
0,11600,96882,118914,DebtCon,0,ProfExe,0,0,1,0,0,13,0,0,176.2219109,2,17,34.7577402
0,11600,36357,56514,,0,Other,0,0,0,0,0,31,0,0,237.8189664,0,19,20.1815824
0,11600,33379,51821,,0,Other,0,0,0,0,0,31,0,0,247.1205918,0,19,23.66108403
0,11600,64510,71105,DebtCon,0,ProfExe,0,0,1,0,0,5,0,0,150.263332,1,34,43.23918712
0,11600,57436,72460,,0,Other,0,0,0,0,0,11,0,0,255.1260302,0,27,28.94553179
0,11600,129432,198705,HomeImp,1,Office,0,1,0,0,0,0,0,0,341.0473292,0,16,39.96325851
0,11600,73079,101219,HomeImp,1,ProfExe,0,0,1,0,0,7,0,0,152.249875,0,33,34.24962074
0,11700,42151,58947,HomeImp,1,Other,0,0,0,0,0,22,0,0,122.0303618,0,23,40.08314453
0,11700,78789,91342,DebtCon,0,Mgr,1,0,0,0,0,5,0,0,128.3606743,2,27,41.9526818
0,11700,47072,85090,HomeImp,1,Other,0,0,0,0,0,18,0,0,192.2531823,0,16,35.06486468
0,11700,95411,117927,DebtCon,0,ProfExe,0,0,1,0,0,14,0,0,177.9266958,1,17,34.49056413
1,11700,54085,68239,HomeImp,1,Other,0,0,0,0,0,2,1,2,8.055265077,3,15,32.01265858
0,11700,52650,63646,DebtCon,0,Other,0,0,0,0,0,0,1,0,194.7609999,1,13,27.61084406
0,11700,59932,80313,HomeImp,1,Office,0,1,0,0,0,14,0,0,238.4864616,0,32,44.4749177
0,11700,63724,82252,DebtCon,0,Office,0,1,0,0,0,13,0,0,233.2488794,3,37,40.07527584
1,11700,63914,93707,DebtCon,0,Other,0,0,0,0,0,7,3,0,162.579837,2,51,69.48065039
0,11700,74783,86227,DebtCon,0,Mgr,1,0,0,0,0,7,0,0,116.7568005,0,23,28.01922708
0,11700,64278,76055,,0,Other,0,0,0,0,0,12,0,0,245.2951629,0,26,28.43996584
0,11700,15163,74500,DebtCon,0,ProfExe,0,0,1,0,0,19,0,2,378.8258185,1,11,20.09078333
0,11700,56441,86987,HomeImp,1,Other,0,0,0,0,0,17,0,0,198.0327176,0,16,33.93116342
0,11700,78157,103016,DebtCon,0,Mgr,1,0,0,0,0,1,0,0,69.80569767,2,24,38.44838712
0,11700,55119,67931,DebtCon,0,Mgr,1,0,0,0,0,4,0,0,199.4106992,2,16,27.61633851
0,11700,56990,83334,HomeImp,1,Other,0,0,0,0,0,4,0,2,177.4326989,0,13,30.9986945
0,11700,101520,110617,DebtCon,0,Other,0,0,0,0,0,18,0,2,198.5433481,1,16,38.72125945
0,11700,96532,107600,DebtCon,0,Other,0,0,0,0,0,12,0,0,214.8698168,2,15,40.28741144
0,11800,118053,125325,DebtCon,0,Self,0,0,0,0,1,5,0,0,181.1720651,0,18,33.20039733
0,11800,52104,61618,DebtCon,0,Office,0,1,0,0,0,0,0,0,160.7499314,0,21,37.12951204
0,11800,79131,102263,HomeImp,1,ProfExe,0,0,1,0,0,5,0,0,105.2538926,0,34,36.07097887
1,11800,67678,108092,HomeImp,1,ProfExe,0,0,1,0,0,13,0,7,126.6582316,0,36,37.16268969
0,11800,21813,30436,DebtCon,0,Office,0,1,0,0,0,5,0,1,104.0116359,0,16,19.40846123
0,11800,57760,65535,DebtCon,0,Mgr,1,0,0,0,0,11,0,0,108.4694005,1,18,32.78348357
0,11800,65062,78004,HomeImp,1,Office,0,1,0,0,0,12,0,0,251.1441957,0,31,43.37237282
0,11800,67336,82218,DebtCon,0,Office,0,1,0,0,0,12,0,0,255.3135348,3,36,40.87842824
0,11800,86785,125552,DebtCon,0,Office,0,1,0,0,0,11,0,0,148.1764924,1,22,37.88444933
0,11800,32257,59515,DebtCon,0,Office,0,1,0,0,0,23,0,0,231.5999445,0,29,25.70127642
0,11800,65012,91614,HomeImp,1,Office,0,1,0,0,0,26,0,0,171.8895469,2,13,42.48851705
0,11800,98877,110250,DebtCon,0,Other,0,0,0,0,0,18,0,2,195.8629168,1,16,36.87169942
0,11900,44142,54299,HomeImp,1,Other,0,0,0,0,0,22,0,0,123.4711472,0,22,37.1549023
0,11900,56443,86913,DebtCon,0,Office,0,1,0,0,0,12,0,0,119.8594097,0,24,38.86165697
0,11900,85486,109386,HomeImp,1,ProfExe,0,0,1,0,0,11,0,1,175.5425655,0,28,33.67090818
1,11900,108763,128780,DebtCon,0,Office,0,1,0,0,0,8,0,0,60.3779329,3,21,49.41811438
0,11900,56792,64130,DebtCon,0,Mgr,1,0,0,0,0,13,0,0,118.6125902,1,18,32.6657463
0,11900,41009,68211,DebtCon,0,Office,0,1,0,0,0,23,0,0,234.9296174,0,28,28.3910393
0,11900,28329,80963,HomeImp,1,ProfExe,0,0,1,0,0,21,0,0,239.4571177,0,10,24.53499719
0,11900,34222,59948,DebtCon,0,Office,0,1,0,0,0,24,0,0,228.0753508,1,29,25.72883738
0,11900,26601,52544,HomeImp,1,Other,0,0,0,0,0,0,0,0,240.6943608,0,11,40.77567715
0,11900,81849,105403,HomeImp,1,ProfExe,0,0,1,0,0,5,0,1,82.63950538,1,34,36.50598321
1,11900,29822,48574,DebtCon,0,Office,0,1,0,0,0,13,0,0,132.4016914,0,4,36.61115697
0,11900,201264,227295,HomeImp,1,ProfExe,0,0,1,0,0,10,0,0,239.7433663,0,22,33.77633696
0,11900,97506,110902,DebtCon,0,Other,0,0,0,0,0,17,0,1,196.568128,2,15,37.99899138
0,11900,89595,107895,HomeImp,1,Mgr,1,0,0,0,0,9,0,0,250.4682419,0,24,30.30538811
0,11900,78959,104371,DebtCon,0,Mgr,1,0,0,0,0,1,0,0,79.08139722,1,23,40.02421108
0,11900,81318,105454,HomeImp,1,ProfExe,0,0,1,0,0,6,0,0,92.13682104,1,33,37.52575103
0,11900,61094,74842,,0,Other,0,0,0,0,0,12,0,0,250.1998344,0,26,29.73487407
0,12000,84172,123415,DebtCon,0,Office,0,1,0,0,0,9,0,0,139.0184494,1,21,38.58266988
0,12000,63019,74204,DebtCon,0,Office,0,1,0,0,0,6,0,0,98.59173833,2,14,24.49043836
0,12000,41182,59947,HomeImp,1,Other,0,0,0,0,0,23,0,0,118.1799392,0,22,37.13106416
0,12000,57371,69076,DebtCon,0,Mgr,1,0,0,0,0,10,1,0,83.25197204,1,19,29.63210826
0,12000,76799,83864,DebtCon,0,Mgr,1,0,0,0,0,8,0,0,102.2042743,0,22,27.17193008
0,12000,35028,55079,HomeImp,1,Other,0,0,0,0,0,23,0,1,108.6339686,0,23,40.79745755
0,12000,7804,65395,HomeImp,1,Other,0,0,0,0,0,8,2,0,347.1233258,0,21,16.81630749
0,12000,38130,68707,DebtCon,0,Office,0,1,0,0,0,23,0,0,234.8879805,1,29,26.3012369
0,12000,15756,53079,HomeImp,1,Office,0,1,0,0,0,23,0,0,259.5550444,0,20,29.39747822
0,12000,69796,93757,DebtCon,0,Office,0,1,0,0,0,16,0,1,91.43267591,0,8,24.45938368
0,12000,79844,98139,HomeImp,1,ProfExe,0,0,1,0,0,8,0,0,156.9547583,0,34,31.70012432
1,12000,76345,89036,HomeImp,1,Other,0,0,0,0,0,8,0,0,91.97034976,1,19,50.17306503
0,12000,35721,52938,HomeImp,1,Other,0,0,0,0,0,23,0,1,125.928071,0,22,38.62702499
0,12000,72786,84595,DebtCon,0,Office,0,1,0,0,0,4,2,2,198.7693251,3,30,38.09020903
0,12000,76674,97936,DebtCon,0,Mgr,1,0,0,0,0,5,0,0,147.9142027,2,27,41.22576316
1,12000,54257,82764,,0,Other,0,0,0,0,0,14,1,1,188.3374218,2,31,38.94275964
0,12000,36072,62960,DebtCon,0,ProfExe,0,0,1,0,0,8,0,0,288.5298732,0,16,22.42300246
0,12000,97650,115931,DebtCon,0,ProfExe,0,0,1,0,0,11,0,0,199.828042,1,17,34.38794397
0,12000,88210,114224,DebtCon,0,ProfExe,0,0,1,0,0,8,0,0,203.468979,1,36,41.57297152
0,12000,84191,100654,HomeImp,1,ProfExe,0,0,1,0,0,0,0,0,79.67788538,1,20,33.77330326
0,12000,63589,75959,HomeImp,1,Office,0,1,0,0,0,14,1,0,253.616928,1,31,43.15970058
1,12000,48189,53969,DebtCon,0,Other,0,0,0,0,0,5,0,0,276.3817427,0,18,65.49524315
0,12000,98428,114820,DebtCon,0,Other,0,0,0,0,0,16,0,1,188.1482082,2,15,36.73772129
0,12100,56335,86648,HomeImp,1,Other,0,0,0,0,0,17,0,0,206.2470947,0,17,35.12787435
0,12100,48622,83158,HomeImp,1,Other,0,0,0,0,0,4,0,2,191.5692916,0,12,29.20449956
0,12100,58556,76724,HomeImp,1,Other,0,0,0,0,0,3,0,1,234.6585447,1,16,37.63925293
0,12100,13218,82386,DebtCon,0,Other,0,0,0,0,0,7,0,0,262.3942543,0,14,18.43047238
0,12100,96439,126328,HomeImp,1,Mgr,1,0,0,0,0,3,0,3,156.3191309,0,26,39.27931325
0,12100,44484,64398,DebtCon,0,Other,0,0,0,0,0,3,0,0,263.0447041,0,20,28.80398255
0,12100,50100,66410,DebtCon,0,Other,0,0,0,0,0,3,0,0,176.0098643,0,14,28.54860369
0,12100,68941,75029,HomeImp,1,Office,0,1,0,0,0,14,0,0,254.1896555,0,31,43.89784955
0,12100,50150,65565,DebtCon,0,Other,0,0,0,0,0,4,0,0,166.2317086,0,13,26.64432479
0,12100,67927,94126,DebtCon,0,Other,0,0,0,0,0,2,0,0,35.53887812,2,3,38.84759708
0,12100,74594,90555,DebtCon,0,Mgr,1,0,0,0,0,4,0,0,123.7766246,2,27,41.63484731
0,12100,83557,98881,HomeImp,1,ProfExe,0,0,1,0,0,6,0,0,102.2257045,1,26,25.78278709
0,12100,61868,66874,HomeImp,1,Other,0,0,0,0,0,30,0,3,170.4386392,0,23,37.915021
0,12100,46152,72773,DebtCon,0,Other,0,0,0,0,0,0,0,0,270.4899801,0,20,29.49511599
0,12100,97185,113004,DebtCon,0,Other,0,0,0,0,0,13,0,0,202.6225313,2,15,37.71664611
0,12100,105104,144712,HomeImp,1,ProfExe,0,0,1,0,0,13,0,0,129.5188081,5,22,37.41377466
0,12100,85121,113744,DebtCon,0,ProfExe,0,0,1,0,0,0,0,2,139.4853397,0,34,33.94343772
0,12100,18728,34443,DebtCon,0,Mgr,1,0,0,0,0,9,0,0,117.6482829,0,10,21.58983638
0,12100,55147,72553,DebtCon,0,Other,0,0,0,0,0,0,0,0,229.4061754,0,10,35.86772963
0,12100,48149,74539,DebtCon,0,ProfExe,0,0,1,0,0,17,0,0,200.0325616,0,15,23.13097189
0,12200,61929,83102,HomeImp,1,Office,0,1,0,0,0,14,0,0,238.5249274,1,32,44.44967097
0,12200,110088,137794,DebtCon,0,ProfExe,0,0,1,0,0,3,0,0,251.1518919,1,46,33.51711722
0,12200,57785,72971,DebtCon,0,Other,0,0,0,0,0,2,0,0,166.8994602,1,16,34.70964393
0,12200,67474,88473,DebtCon,0,Other,0,0,0,0,0,2,0,0,234.7759967,3,26,29.09729879
0,12200,136866,162906,HomeImp,1,ProfExe,0,0,1,0,0,4,0,0,427.9235915,0,43,30.1821229
0,12200,80336,102618,HomeImp,1,ProfExe,0,0,1,0,0,2,0,0,79.73026062,2,19,34.40548234
0,12200,206613,232176,HomeImp,1,ProfExe,0,0,1,0,0,10,0,1,237.3157697,0,22,30.68943921
0,12200,45095,64736,DebtCon,0,Other,0,0,0,0,0,9,0,0,249.6737711,0,18,31.63530262
0,12200,70722,81760,DebtCon,0,Other,0,0,0,0,0,0,0,0,219.7852728,3,26,30.27700538
0,12200,199232,229929,HomeImp,1,ProfExe,0,0,1,0,0,11,0,0,223.4381168,0,21,31.3702723
0,12200,82904,125057,DebtCon,0,Office,0,1,0,0,0,8,0,0,131.6590526,1,21,37.27313999
0,12200,61302,90873,DebtCon,0,Other,0,0,0,0,0,2,0,0,35.97354161,1,4,39.97361316
0,12200,27118,87982,HomeImp,1,ProfExe,0,0,1,0,0,19,0,0,232.2369961,0,11,25.2354388
1,12200,53242,70400,DebtCon,0,Other,0,0,0,0,0,14,0,0,169.9306635,0,18,34.62942766
0,12200,57112,76050,DebtCon,0,Other,0,0,0,0,0,1,0,0,235.2292688,0,9,35.11318533
0,12200,90154,110479,DebtCon,0,ProfExe,0,0,1,0,0,9,0,0,196.9264059,2,37,43.1890315
0,12200,86775,111572,DebtCon,0,ProfExe,0,0,1,0,0,0,1,1,138.6100805,1,33,34.35180836
0,12300,79838,85209,DebtCon,0,ProfExe,0,0,1,0,0,8,0,0,173.8386239,0,11,37.8244708
0,12300,89333,106107,HomeImp,1,Other,0,0,0,0,0,19,0,0,120.2578861,3,24,28.77470213
1,12300,24552,48278,DebtCon,0,Other,0,0,0,0,0,0,0,0,171.0751046,0,16,29.29955094
0,12300,61253,85825,DebtCon,0,Sales,0,0,0,1,0,5,0,0,130.026259,0,34,27.20337824
0,12300,48866,73023,HomeImp,1,Office,0,1,0,0,0,11,3,1,251.629062,1,29,32.87687074
1,12300,48238,66603,HomeImp,1,Office,0,1,0,0,0,6,0,1,80.38898294,1,11,40.01910455
0,12300,69499,104045,DebtCon,0,Other,0,0,0,0,0,8,0,0,219.0904891,0,20,18.58475695
0,12300,60200,77079,HomeImp,1,Office,0,1,0,0,0,13,0,0,242.2441382,1,32,45.39416855
0,12300,114457,144284,DebtCon,0,ProfExe,0,0,1,0,0,1,0,0,252.6592531,0,45,32.4971451
0,12300,52622,64407,DebtCon,0,Other,0,0,0,0,0,0,0,0,191.0774254,1,13,26.20306729
0,12300,152274,177940,HomeImp,1,Office,0,1,0,0,0,4,0,0,196.8767577,0,56,33.72276915
0,12300,27859,48393,HomeImp,1,Other,0,0,0,0,0,10,0,0,82.76016033,0,3,34.38536707
0,12300,90006,121122,DebtCon,0,Office,0,1,0,0,0,9,0,0,133.4975408,1,21,36.91048167
0,12300,81590,90050,DebtCon,0,Mgr,1,0,0,0,0,6,0,0,136.7467587,1,26,41.73267582
0,12300,35651,59795,HomeImp,1,Other,0,0,0,0,0,22,0,0,118.6530642,0,23,40.66298165
0,12300,50441,56656,DebtCon,0,Office,0,1,0,0,0,1,0,0,186.4510167,0,21,35.45260742
0,12300,102908,124217,HomeImp,1,ProfExe,0,0,1,0,0,9,0,0,159.9940264,2,31,27.7074439
0,12300,141020,157511,HomeImp,1,ProfExe,0,0,1,0,0,4,0,1,403.7489298,0,43,29.58318425
0,12300,92573,119325,DebtCon,0,ProfExe,0,0,1,0,0,2,1,2,157.6206429,0,33,34.77510251
0,12300,68024,78800,DebtCon,0,Sales,0,0,0,1,0,7,0,0,125.5040514,0,35,29.29334435
1,12300,64265,90956,DebtCon,0,Other,0,0,0,0,0,10,0,1,233.1561248,0,32,32.90882386
0,12400,132894,198168,HomeImp,1,Office,0,1,0,0,0,0,0,1,355.1639113,0,16,40.54029537
0,12400,31303,57444,,0,Other,0,0,0,0,0,29,0,0,246.7168274,0,18,20.20590752
0,12400,80510,97548,HomeImp,1,ProfExe,0,0,1,0,0,1,0,0,74.40426333,1,19,36.45734993
0,12400,137927,160566,HomeImp,1,ProfExe,0,0,1,0,0,6,0,1,436.7517799,0,42,29.27255681
1,12400,45604,65501,DebtCon,0,Other,0,0,0,0,0,9,0,1,70.33753056,1,24,35.21218126
0,12400,26768,52411,HomeImp,1,Other,0,0,0,0,0,0,0,0,253.3180433,0,11,38.82102132
0,12400,203902,234454,HomeImp,1,ProfExe,0,0,1,0,0,9,0,0,213.4554475,0,22,33.64852105
0,12400,16375,36672,DebtCon,0,Mgr,1,0,0,0,0,8,0,0,120.674928,0,11,24.08943715
0,12400,49264,57923,DebtCon,0,Other,0,0,0,0,0,0,0,0,182.0010415,2,13,27.00877688
0,12400,36034,62953,DebtCon,0,ProfExe,0,0,1,0,0,9,0,0,262.0793453,0,16,21.34522735
0,12400,115902,146813,DebtCon,0,ProfExe,0,0,1,0,0,1,0,0,288.4676266,0,45,33.05428433
0,12400,115004,144760,DebtCon,0,ProfExe,0,0,1,0,0,2,0,0,279.5221733,1,46,35.61473143
1,12400,57105,74582,DebtCon,0,Other,0,0,0,0,0,12,0,0,134.0317679,0,20,36.92573641
1,12400,50573,84008,DebtCon,0,Other,0,0,0,0,0,15,1,0,76.04208693,0,7,41.02796675
0,12400,24769,87665,HomeImp,1,ProfExe,0,0,1,0,0,21,0,0,238.3827694,0,11,25.33220131
0,12400,83018,96637,DebtCon,0,Other,0,0,0,0,0,2,0,0,95.90213133,2,32,41.24477919
0,12500,93538,118369,DebtCon,0,ProfExe,0,0,1,0,0,0,0,1,132.8237118,0,33,34.83386481
0,12500,37562,57081,HomeImp,1,Other,0,0,0,0,0,22,0,1,129.486844,0,23,39.08300244
1,12500,69117,101503,HomeImp,1,ProfExe,0,0,1,0,0,13,0,7,145.9530178,0,36,36.75998466
0,12500,10035,61897,HomeImp,1,Other,0,0,0,0,0,6,1,1,368.7377963,0,21,14.73359483
0,12500,83276,129116,DebtCon,0,Office,0,1,0,0,0,7,0,0,138.687955,0,22,39.58996183
0,12500,57294,66615,DebtCon,0,Other,0,0,0,0,0,3,0,1,321.3875868,0,9,31.38089909
0,12500,101047,118913,HomeImp,1,Office,0,1,0,0,0,2,0,0,156.6054917,1,22,35.89928784
0,12500,56960,69014,DebtCon,0,Other,0,0,0,0,0,4,0,0,307.636664,0,10,30.36248382
0,12500,83924,100114,HomeImp,1,ProfExe,0,0,1,0,0,0,0,0,71.30419761,1,20,34.71276881
0,12500,79900,94660,DebtCon,0,Mgr,1,0,0,0,0,19,0,0,252.3496982,10,24,35.80049203
0,12500,50097,73846,DebtCon,0,Other,0,0,0,0,0,1,0,0,267.8654583,0,20,29.15960949
0,12500,77792,100812,DebtCon,0,ProfExe,0,0,1,0,0,10,2,0,182.9569956,1,29,27.38587324
0,12500,53354,79893,HomeImp,1,Office,0,1,0,0,0,10,2,0,249.4359543,1,29,35.02088579
0,12500,66163,83727,DebtCon,0,Office,0,1,0,0,0,4,1,2,176.9352475,3,30,36.77463995
0,12500,81865,101048,DebtCon,0,Other,0,0,0,0,0,1,0,0,147.4022274,0,23,38.85516272
0,12500,17659,31843,DebtCon,0,Office,0,1,0,0,0,7,0,1,107.7410948,0,16,19.30085445
0,12500,55228,66569,DebtCon,0,Mgr,1,0,0,0,0,3,0,0,198.8151672,1,17,27.99687276
0,12500,77937,89710,DebtCon,0,Mgr,1,0,0,0,0,19,0,0,223.5874152,10,24,35.95199865
0,12500,56791,72974,HomeImp,1,Other,0,0,0,0,0,29,0,3,182.0664052,0,24,35.69162282
0,12600,71370,90316,HomeImp,1,Office,0,1,0,0,0,26,0,0,162.3574415,2,14,39.8754838
0,12600,84933,110253,DebtCon,0,ProfExe,0,0,1,0,0,8,0,0,192.4226063,1,37,40.84507779
0,12600,80612,93802,DebtCon,0,Mgr,1,0,0,0,0,5,0,0,141.6131456,2,26,40.74903888
0,12600,83921,90876,DebtCon,0,Other,0,0,0,0,0,3,0,0,106.9373967,1,32,41.47300108
0,12600,45633,77578,DebtCon,0,ProfExe,0,0,1,0,0,19,0,0,209.7255196,0,15,23.91561488
0,12600,103946,113900,DebtCon,0,Other,0,0,0,0,0,17,0,2,194.3599393,1,16,36.41457282
0,12600,125688,198602,HomeImp,1,Office,0,1,0,0,0,0,0,1,344.7479335,0,16,39.48382007
1,12600,72854,86209,,0,ProfExe,0,0,1,0,0,2,0,0,118.0696474,0,14,36.05148718
0,12600,67860,103426,DebtCon,0,Other,0,0,0,0,0,9,0,0,202.1526339,0,20,18.34752939
0,12600,62493,77141,,0,Other,0,0,0,0,0,13,0,0,266.3331014,0,26,27.0078722
0,12600,55415,74307,HomeImp,1,Other,0,0,0,0,0,29,1,2,198.8467209,0,23,36.83774105
0,12600,58247,72189,HomeImp,1,Other,0,0,0,0,0,30,0,3,198.243176,0,23,35.79425984
0,12600,100590,138649,HomeImp,1,ProfExe,0,0,1,0,0,14,0,0,138.1647046,4,22,34.5987274
0,12600,85335,97094,DebtCon,0,Other,0,0,0,0,0,2,0,0,116.086609,1,32,40.84524619
0,12600,83552,107186,HomeImp,1,Other,0,0,0,0,0,21,0,0,128.6602454,4,24,28.72301763
0,12600,37699,59874,HomeImp,1,Other,0,0,0,0,0,22,0,0,114.2359516,0,23,38.68267604
0,12600,76002,94236,DebtCon,0,Other,0,0,0,0,0,11,0,0,164.7623042,5,21,39.52570494
0,12600,49986,67896,DebtCon,0,Mgr,1,0,0,0,0,3,0,0,190.1599072,1,17,29.26631718
0,12700,204038,230920,HomeImp,1,ProfExe,0,0,1,0,0,10,0,0,242.9128934,0,22,29.80162732
0,12700,79448,91004,DebtCon,0,Mgr,1,0,0,0,0,20,0,0,227.5073902,10,23,34.46430215
0,12700,149272,176467,HomeImp,1,Office,0,1,0,0,0,7,0,0,191.9044636,1,55,33.90232001
0,12700,29471,48362,HomeImp,1,Other,0,0,0,0,0,9,0,0,79.90287141,0,4,36.0206079
0,12700,72760,83604,DebtCon,0,Office,0,1,0,0,0,6,2,3,189.9194249,3,29,37.36856046
0,12700,79383,107590,DebtCon,0,Other,0,0,0,0,0,5,0,0,78.29927353,2,14,33.5811165
1,12700,30428,47387,DebtCon,0,ProfExe,0,0,1,0,0,2,0,0,164.4900213,0,36,38.8741586
0,12700,58293,82594,DebtCon,0,Office,0,1,0,0,0,13,0,0,105.050415,0,23,36.70044554
0,12700,30061,58714,,0,Other,0,0,0,0,0,29,0,0,230.8801537,0,19,20.6379176
0,12700,27459,38577,HomeImp,1,Mgr,1,0,0,0,0,16,0,0,72.32957204,0,9,31.60566546
0,12700,77068,98436,HomeImp,1,ProfExe,0,0,1,0,0,7,0,1,148.2880996,0,34,33.46369747
0,12700,130867,201245,HomeImp,1,Office,0,1,0,0,0,0,0,1,340.7953444,0,15,40.16882702
0,12700,61840,73541,DebtCon,0,ProfExe,0,0,1,0,0,1,0,0,157.8924467,2,35,41.65169171
0,12700,79898,101989,DebtCon,0,ProfExe,0,0,1,0,0,9,2,0,214.9964598,1,29,29.30607111
0,12700,105293,121416,,0,Office,0,1,0,0,0,14,0,0,250.0188805,0,16,35.28716643
0,12700,60122,93741,DebtCon,0,Other,0,0,0,0,0,0,0,0,38.33492385,1,3,42.10934773
0,12700,72164,104220,DebtCon,0,Office,0,1,0,0,0,10,0,0,165.4307821,0,13,37.53996336
0,12700,48139,64842,DebtCon,0,Other,0,0,0,0,0,0,1,0,192.4791522,2,13,26.54684008
0,12700,9038,65969,HomeImp,1,Other,0,0,0,0,0,7,1,1,346.5801028,0,22,13.34721268
0,12700,59440,88690,DebtCon,0,Other,0,0,0,0,0,0,0,0,129.1526151,3,11,37.83827353
0,12700,53199,82567,HomeImp,1,Other,0,0,0,0,0,3,0,1,185.3250354,0,13,27.39038041
0,12700,58606,83010,DebtCon,0,Other,0,0,0,0,0,1,0,0,125.3258854,3,11,35.99961072
0,12700,107653,129752,HomeImp,1,ProfExe,0,0,1,0,0,8,0,0,181.0272753,2,32,29.46672103
0,12700,37346,53511,HomeImp,1,Other,0,0,0,0,0,23,0,0,136.9569407,0,22,39.43166373
0,12800,99160,114619,HomeImp,1,Office,0,1,0,0,0,2,0,0,142.2125619,0,22,35.94987705
0,12800,66293,92423,HomeImp,1,Office,0,1,0,0,0,27,0,0,169.7238883,1,14,41.23216256
0,12800,117391,210072,HomeImp,1,ProfExe,0,0,1,0,0,1,0,0,136.6209694,1,14,27.12488931
0,12800,54546,62906,DebtCon,0,Mgr,1,0,0,0,0,3,0,0,175.5198745,1,16,28.64818571
0,12800,49349,70078,DebtCon,0,Other,0,0,0,0,0,9,0,0,240.9080591,0,17,31.75405395
0,12800,56516,78392,HomeImp,1,Other,0,0,0,0,0,0,0,1,195.7233219,0,13,27.33744139
1,12800,40932,72172,DebtCon,0,Other,0,0,0,0,0,20,0,0,162.0440104,0,16,37.51836575
0,12800,100241,113073,DebtCon,0,Other,0,0,0,0,0,17,0,1,197.2736792,1,15,39.46758845
0,12800,73624,103213,DebtCon,0,Other,0,0,0,0,0,10,0,0,201.6508442,0,20,19.55727283
0,12800,206527,227737,HomeImp,1,ProfExe,0,0,1,0,0,11,0,0,225.2013256,0,22,31.12184071
1,12800,54151,83828,DebtCon,0,Other,0,0,0,0,0,13,0,0,132.1602699,0,16,23.47742628
1,12800,81030,100333,DebtCon,0,Mgr,1,0,0,0,0,11,0,1,80.14894304,4,29,42.31937039
0,12800,48437,65311,DebtCon,0,Other,0,0,0,0,0,0,1,0,260.5552362,0,21,29.51628985
0,12800,76783,95007,DebtCon,0,Mgr,1,0,0,0,0,6,0,0,140.9720223,2,26,42.15361693
0,12800,58592,87002,DebtCon,0,Office,0,1,0,0,0,13,0,0,139.5308428,0,24,37.53107709
0,12800,11986,48309,HomeImp,1,Office,0,1,0,0,0,23,0,0,265.2270609,0,20,28.49386194
0,12800,46043,62531,DebtCon,0,Other,0,0,0,0,0,4,0,0,183.9821005,0,13,26.10080257
0,12800,42801,51123,HomeImp,1,Other,0,0,0,0,0,23,0,1,127.839662,0,22,39.38959461
0,12800,91040,114331,DebtCon,0,Other,0,0,0,0,0,12,0,0,175.8773501,0,26,34.74718504
0,12800,71531,87256,HomeImp,1,Office,0,1,0,0,0,26,0,0,167.1637357,1,14,40.37613759
0,12800,75139,105289,HomeImp,1,ProfExe,0,0,1,0,0,8,0,0,151.8511659,0,35,31.21070474
0,12800,77318,97616,DebtCon,0,Mgr,1,0,0,0,0,6,0,0,125.5348018,2,27,39.46266339
0,12800,85251,114023,DebtCon,0,ProfExe,0,0,1,0,0,1,1,2,143.6827959,0,33,31.91327241
0,12800,79151,110583,DebtCon,0,Other,0,0,0,0,0,4,0,0,79.3713845,1,13,33.58669163
0,12800,29100,39264,HomeImp,1,Other,0,0,0,0,0,7,0,0,93.39500247,2,12,31.28306102
0,12800,81694,101680,DebtCon,0,Other,0,0,0,0,0,0,0,0,159.3541041,1,22,40.1115783
0,12800,68729,90127,HomeImp,1,Office,0,1,0,0,0,23,0,0,163.9892789,1,14,39.42448779
0,12900,34655,57787,,0,Other,0,0,0,0,0,31,0,0,244.9953846,0,18,21.4155043
0,12900,64245,83823,DebtCon,0,Office,0,1,0,0,0,13,0,0,246.8377195,3,36,40.56013033
0,12900,39401,53758,HomeImp,1,Other,0,0,0,0,0,22,0,0,118.6463752,0,23,38.68944062
0,12900,105638,112608,DebtCon,0,Other,0,0,0,0,0,17,0,2,208.3068822,2,16,39.67790581
0,12900,59191,72716,DebtCon,0,Other,0,0,0,0,0,2,0,0,175.170441,1,17,35.55817128
