Date,opening_price,highest_price,lowest_price,closing_price,transactions_in_blockchain,avg_block_size,sent_by_adress,avg_mining_difficulty,avg_hashrate,mining_profitability,sent_coins_in_usd,avg_transaction_fees,median_transaction_fees,avg_block_time,avg_transaction_value,median_transaction_value,tweets,google_trends,active_addresses,top100_to_total_percentage,avg_fee_to_reward,number_of_coins_in_circulation,miner_revenue,next_day_closing_price
2015-03-19,255.9,264.8,247.0,260.9,106160,457056,156861,47427554951,3.444330721180449e+17,2.569,251845828,0.0399,0.0257,10.511,2703.0,50.467,31393.0,7.53,233476.0,20.052,0.48,13956200.0,919951.8,261.8
2015-03-20,260.9,264.7,257.9,261.8,103200,409902,157817,47427554951,3.253428641732164e+17,2.738,193127530,0.0406,0.0261,10.667,2053.0,51.893,26773.0,7.103,208275.0,20.086,0.47200000000000003,13964850.0,945367.3787453391,259.7
2015-03-21,261.8,263.3,254.0,259.7,92685,345385,151855,47427554951,3.34785720067713e+17,2.935,143749154,0.0371,0.0259,9.536,1787.0,44.972,23297.0,7.245,216035.0,20.049,0.35100000000000003,13968175.0,869288.5,268.6
2015-03-22,259.7,270.4,259.0,268.6,90444,390409,150597,47417554876,3.193576981423325e+17,2.9210000000000003,113442708,0.038,0.0262,10.141,1425.0,41.287,27846.0,6.393,230921.0,20.057000000000002,0.369,13967750.0,1015589.19,265.5
2015-03-23,268.6,271.0,259.4,265.5,105874,416053,163558,46717549645,3.4907601159299494e+17,2.7880000000000003,211939794,0.0443,0.0267,9.931000000000001,2270.0,58.372,34762.0,7.814,225657.0,20.121,0.483,13976150.0,1149817.6092931002,246.7
2015-03-24,265.5,267.0,242.7,246.7,92754,292723,149652,46717549645,3.834847952373843e+17,2.898,224034658,0.0378,0.0256,8.324,2642.0,68.294,31576.0,7.245,187401.0,20.048,0.316,13980300.0,1023257.2,246.4
2015-03-25,246.7,249.2,234.8,246.4,96976,312471,152522,46717549645,3.868979652525279e+17,2.571,228548291,0.0398,0.0245,8.889,2692.0,59.762,35297.0,7.103,186538.0,20.081,0.389,13979375.0,942153.22,248.0
2015-03-26,246.4,254.7,243.5,248.0,101033,367955,153546,46717549645,3.5479257136739226e+17,2.6069999999999998,222736248,0.0358,0.0249,9.73,2428.0,50.62,37079.0,6.819,194291.0,20.086,0.392,13988325.0,1128027.22590663,247.2
2015-03-27,248.0,250.1,244.5,247.2,99320,301023,159205,46717549645,3.8698391715648845e+17,2.742,225708740,0.0348,0.0247,8.421,2488.0,59.352,36691.0,6.109,205875.0,20.14,0.326,13992075.0,946218.24,252.0
2015-03-28,247.2,254.3,246.3,252.0,87226,341812,145976,46717549645,3.63286583772694e+17,2.568,141246342,0.0363,0.0251,9.73,1814.0,44.114,31697.0,5.9670000000000005,207973.0,20.127,0.34,13990975.0,924217.35,242.1
2015-03-29,252.0,252.8,238.9,242.1,90363,352642,151304,46717549645,3.4982592060626675e+17,2.6889999999999996,122699892,0.0346,0.0245,9.412,1527.0,37.739000000000004,31897.0,5.9670000000000005,255323.0,20.17,0.33299999999999996,13999400.0,1110135.86666338,246.8
2015-03-30,242.1,248.8,236.6,246.8,106213,415388,170979,46717549645,3.316450727876758e+17,2.635,187462409,0.0357,0.0245,10.141,1966.0,55.32,38669.0,7.103,227390.0,20.090999999999998,0.434,14003125.0,908277.88,244.1
2015-03-31,246.8,248.7,241.2,244.1,114961,400338,182741,46717549645,3.476139516436707e+17,2.658,186196457,0.0348,0.0245,9.6,1796.0,62.849,35388.0,6.961,224920.0,20.093,0.433,14002650.0,865953.6,246.2
2015-04-01,244.1,247.7,239.6,246.2,119211,469287,189246,46717549645,3.2563458119460256e+17,2.477,235324696,0.0343,0.0243,10.909,2207.0,63.996,34237.0,7.149,229694.0,20.067,0.508,14010350.0,942541.77656054,252.6
2015-04-02,246.2,254.9,244.3,252.6,111904,367106,173673,46717549645,3.445199689491359e+17,3.0010000000000003,170169948,0.0348,0.0248,8.675,1766.0,54.615,29264.0,7.142,223833.0,20.043,0.377,14014125.0,963883.71,254.5
2015-04-03,252.6,256.5,251.3,254.5,104400,409758,157660,46717549645,3.6498587947692326e+17,2.546,166985185,0.0363,0.0254,9.863,1767.0,46.218,30317.0,6.827999999999999,209347.0,20.039,0.408,14014375.0,980821.05,252.9
2015-04-04,254.5,255.2,250.3,252.9,89498,339936,158168,46717549645,3.523226844051005e+17,2.753,104429286,0.0388,0.0253,9.412,1287.0,36.746,27885.0,6.294,226012.0,20.035,0.359,14021750.0,1205590.6290449,259.6
2015-04-05,252.9,260.3,250.6,259.6,94875,377902,148869,48985437809,3.623819211382556e+17,2.614,99471964,0.0399,0.0255,9.73,1204.0,30.305,29227.0,6.28,245550.0,20.035999999999998,0.4,14024975.0,825228.0,255.0
2015-04-06,259.6,261.5,252.3,255.0,107323,468839,163877,49446390688,3.453326701761987e+17,2.362,166025070,0.0386,0.0258,11.429,1764.0,46.714,29046.0,6.865,212142.0,20.039,0.509,14028950.0,1019620.68,253.0
2015-04-07,255.0,255.6,250.1,253.0,108562,393919,176736,49446390688,3.50785852718679e+17,2.753,177885926,0.0366,0.0253,9.474,1821.0,59.588,29994.0,6.957000000000001,224249.0,20.072,0.41200000000000003,14026225.0,1229555.75469383,244.6
2015-04-08,253.0,254.3,242.6,244.6,110626,462300,177553,49446390688,3.2222698310153894e+17,2.4219999999999997,208070460,0.0363,0.0248,11.52,2045.0,56.799,37076.0,7.028,226507.0,20.141,0.515,14035500.0,879723.18,243.3
2015-04-09,244.6,246.2,237.6,243.3,116487,439114,169873,49446390688,3.412476351569771e+17,2.387,188289682,0.0395,0.0244,10.827,1832.0,48.257,37353.0,7.227,212844.0,20.082,0.565,14039050.0,843606.09,234.7
2015-04-10,243.3,244.1,231.3,234.7,112674,375255,179121,49446390688,3.364360816669722e+17,2.7060000000000004,200713817,0.0587,0.0238,9.474,2144.0,48.586999999999996,28657.0,6.622000000000001,229858.0,20.104,0.727,14038050.0,1125051.63652566,236.5
2015-04-11,234.7,240.0,233.1,236.5,99289,392162,172843,49446390688,3.6182720656727424e+17,2.293,126893583,0.0395,0.0236,10.286,1463.0,40.789,27225.0,6.466,242787.0,20.095,0.473,14045875.0,808298.64,235.9
2015-04-12,236.5,237.5,232.3,235.9,86871,371230,146249,49446390688,3.4347189885412864e+17,2.208,94714318,0.0383,0.0236,11.25,1283.0,44.583,25877.0,6.087000000000001,224823.0,20.111,0.439,14049400.0,800004.6,223.6
2015-04-13,235.9,236.8,220.4,223.6,115251,413985,179393,49446390688,3.285936572980151e+17,2.7689999999999997,189677577,0.0348,0.0232,9.231,1853.0,46.641999999999996,29205.0,6.75,234221.0,20.137,0.442,14049725.0,1080582.91452837,218.0
2015-04-14,223.6,224.7,214.3,218.0,110001,396289,171357,49446390688,3.8956912208882726e+17,2.113,195238795,0.032,0.022000000000000002,9.664,1967.0,55.352,30124.0,7.234,221713.0,20.173,0.429,14056425.0,676586.4,223.0
2015-04-15,218.0,223.6,217.1,223.0,107484,448300,153666,49446390688,3.212744672568048e+17,2.1069999999999998,156843165,0.0318,0.0221,11.802999999999999,1666.0,48.324,28598.0,6.544,196875.0,20.253,0.505,14059875.0,795633.3,228.0
2015-04-16,223.0,229.5,222.9,228.0,98908,365081,155134,49446390688,3.35681372520516e+17,2.338,238334172,0.0321,0.0227,10.435,2681.0,61.478,34517.0,6.395,197969.0,20.250999999999998,0.406,14063225.0,927077.299737437,222.6
2015-04-17,228.0,229.3,220.6,222.6,102629,422673,154039,49446390688,3.192695693751396e+17,2.222,231927323,0.032,0.0224,11.429,2524.0,65.202,28275.0,6.152,203462.0,20.255,0.46399999999999997,14061325.0,742104.16,223.4
2015-04-18,222.6,224.5,220.6,223.4,97563,367964,159750,49446390688,3.338019590281083e+17,2.441,142307033,0.0304,0.0222,9.863,1785.0,44.148999999999994,25659.0,5.874,228097.0,20.26,0.364,14069950.0,770156.64,223.0
2015-04-19,223.4,226.9,222.0,223.0,90989,367698,146884,48876651531,3.5296456153999795e+17,2.309,196062196,0.032,0.0224,9.931000000000001,2486.0,55.409,26993.0,5.925,247178.0,20.256,0.358,14074100.0,1081326.8690184,224.2
2015-04-20,223.0,226.7,221.6,224.2,116592,392264,166837,47610564513,3.501482885275549e+17,2.472,255660602,0.0327,0.0224,9.351,2523.0,64.105,28470.0,6.388,215745.0,20.262999999999998,0.441,14073025.0,897496.08,233.7
2015-04-21,224.2,235.3,223.3,233.7,112349,381064,169429,47610564513,3.861707925279199e+17,2.247,248647718,0.031,0.0226,9.412,2558.0,95.215,32701.0,6.551,219285.0,20.267,0.402,14081650.0,852287.94,233.8
2015-04-22,233.7,238.4,231.8,233.8,111726,393174,177037,47610564513,3.483138849130516e+17,2.5780000000000003,274396490,0.0334,0.0235,9.474,2735.0,93.49700000000001,30895.0,6.879,234072.0,20.303,0.41600000000000004,14085100.0,1041849.93641138,235.4
2015-04-23,233.8,236.1,232.6,235.4,109708,457727,175196,47610564513,3.3744431533090515e+17,2.2680000000000002,217196137,0.0339,0.0234,11.077,2432.0,100.695,30202.0,7.149,225166.0,20.308,0.486,14084750.0,696484.88,231.1
2015-04-24,235.4,236.6,229.1,231.1,108652,493264,166332,47610564513,2.974197283767403e+17,2.426,259115129,0.0333,0.0232,11.613,2770.0,91.53,35266.0,6.145,228809.0,20.333,0.501,14091950.0,902741.4,226.1
2015-04-25,231.1,232.3,223.1,226.1,98302,328604,172392,47610564513,3.5055377915197024e+17,2.72,187171040,0.231,0.0228,8.834,2162.0,70.499,25715.0,6.01,241857.0,20.342,2.384,14095675.0,1138632.77753551,218.7
2015-04-26,226.1,226.7,214.1,218.7,92855,378635,157309,47610564513,3.620482818241786e+17,2.184,218630487,0.0317,0.0219,10.0,2575.0,66.57300000000001,36471.0,6.324,240232.0,20.339000000000002,0.37200000000000005,14096275.0,771274.35,229.0
2015-04-27,218.7,242.6,216.6,229.0,113638,436369,174516,47610564513,3.271501406035836e+17,2.325,258624207,0.0306,0.0221,10.511,2636.0,71.73100000000001,39066.0,6.395,212883.0,20.374000000000002,0.45799999999999996,14103050.0,877280.4,225.8
2015-04-28,229.0,229.9,222.0,225.8,113040,386005,171000,47610564513,3.536258894480108e+17,2.45,263990160,0.0322,0.0226,9.412,2641.0,69.458,31957.0,6.131,227516.0,20.417,0.42100000000000004,14106275.0,997245.566561662,225.4
2015-04-29,225.8,227.2,222.3,225.4,117133,494971,178336,47610564513,3.24131116485381e+17,2.217,260418894,0.0324,0.0225,11.339,2484.0,66.086,30639.0,6.53,222760.0,20.387,0.529,14109600.0,785569.33,235.8
2015-04-30,225.4,240.0,224.7,235.8,112824,438382,170713,47610564513,3.115371392548984e+17,2.502,245907048,0.0343,0.0232,10.745999999999999,2523.0,73.192,29720.0,7.077999999999999,213080.0,20.398,0.498,14107825.0,861356.7,233.2
2015-05-01,235.8,239.4,232.4,233.2,99412,338543,150859,47610564513,3.391848759939453e+17,2.574,256967602,0.0325,0.0235,9.73,2898.0,64.102,27237.0,6.553,192024.0,20.409000000000002,0.37,14116950.0,1029919.5580613001,235.3
2015-05-02,233.2,236.4,231.7,235.3,94955,371317,172636,47610564513,3.4958985848199354e+17,2.4730000000000003,174079194,0.0345,0.0234,9.796,2070.0,42.784,25012.0,5.396,245895.0,20.405,0.38,14120400.0,832645.62,240.0
2015-05-03,235.3,243.6,233.8,240.0,84461,345736,141423,47618947536,3.400806352739908e+17,2.491,166049188,0.035,0.024,10.213,2341.0,65.156,27042.0,5.653,223715.0,20.436,0.35,14119650.0,782431.21,239.0
2015-05-04,240.0,243.2,237.4,239.0,103872,437712,164934,47643398018,3.2524075649010554e+17,2.374,266237585,0.0349,0.024,11.25,2878.0,64.556,29448.0,6.039,223246.0,20.449,0.47,14127550.0,901989.7771033379,235.8
2015-05-05,239.0,239.6,231.8,235.8,115194,385676,179685,47643398018,3.384047084395307e+17,2.6910000000000003,258413949,0.0334,0.0236,9.351,2481.0,66.058,27820.0,6.4239999999999995,229254.0,20.432000000000002,0.423,14131125.0,846721.89,230.0
2015-05-06,235.8,237.1,228.2,230.0,111572,363211,182561,47643398018,3.584477392503542e+17,2.645,250729990,0.0332,0.0235,8.943999999999999,2547.0,73.471,29624.0,5.268,236612.0,20.425,0.391,14131300.0,945553.59,237.7
2015-05-07,230.0,240.3,228.3,237.7,110984,420807,179390,47643398018,3.686861577427869e+17,2.23,271768113,0.0335,0.0232,10.213,2747.0,73.854,27526.0,6.553,226813.0,20.404,0.452,14138850.0,879719.261384585,243.7
2015-05-08,237.7,247.0,235.8,243.7,108995,399658,201039,47643398018,3.484007890298341e+17,2.595,232297259,0.0365,0.024,9.6,2427.0,64.586,25655.0,6.553,259557.0,20.444000000000003,0.441,14142000.0,762777.12,241.4
2015-05-09,243.7,247.9,238.5,241.4,94587,381245,144075,47643398018,3.180196804902035e+17,2.471,192389560,0.0342,0.0243,11.163,2270.0,50.791000000000004,23791.0,5.653,208685.0,20.491999999999997,0.413,14145225.0,775494.0,240.0
2015-05-10,241.4,244.8,238.2,240.0,89280,422232,147107,47643398018,3.0897006920833946e+17,2.532,205791987,0.0421,0.0241,11.163,2600.0,75.084,31503.0,6.039,246058.0,20.494,0.48200000000000004,14143000.0,966831.312930865,241.8
2015-05-11,240.0,243.9,238.9,241.8,111216,393377,180047,47643398018,3.4327315110626925e+17,2.7910000000000004,251911416,0.0376,0.0241,9.113999999999999,2592.0,104.68299999999999,32317.0,6.4239999999999995,230288.0,20.53,0.43700000000000006,14152900.0,957828.66,241.6
2015-05-12,241.8,243.0,239.2,241.6,109951,402642,184711,47643398018,3.80357347781098e+17,2.391,228345122,0.0353,0.0241,9.6,2304.0,101.083,30635.0,6.167000000000001,235435.0,20.53,0.42700000000000005,14156950.0,986656.8,236.4
2015-05-13,241.6,243.9,234.1,236.4,108696,355154,169593,47643398018,3.659590332852152e+17,2.6910000000000003,245530950,0.0345,0.0242,8.889,2473.0,77.334,30934.0,6.4239999999999995,216301.0,20.553,0.381,14154775.0,1209740.0246008998,236.9
2015-05-14,236.4,239.2,232.4,236.9,101430,339196,164513,47643398018,3.614068538968061e+17,2.5269999999999997,224246927,0.0328,0.0236,9.351,2431.0,68.751,31708.0,7.837000000000001,208330.0,20.615,0.364,14164575.0,983664.0,237.2
2015-05-15,236.9,238.8,235.5,237.2,105013,369920,167227,47643398018,3.706658307186032e+17,2.362,197520469,0.0342,0.0237,9.796,2138.0,61.583,42997.0,6.4239999999999995,216294.0,20.625999999999998,0.41,14167775.0,760292.19,236.2
2015-05-16,237.2,237.8,234.6,236.2,90554,388937,164979,47643398018,3.288335656339858e+17,2.387,155321972,0.0343,0.0237,10.909,1998.0,46.832,32407.0,6.296,240984.0,20.607,0.396,14166825.0,893513.6090023441,236.3
2015-05-17,236.2,237.8,235.4,236.3,86991,311769,142671,48228846401,3.7842202097488576e+17,2.6830000000000003,125864615,0.0356,0.0237,8.421,1723.0,48.20399999999999,32810.0,6.681,234513.0,20.601999999999997,0.306,14175525.0,813151.55,232.6
2015-05-18,236.3,237.1,231.5,232.6,98434,375173,162529,48807487245,3.508911530024716e+17,2.432,198145051,0.0356,0.0236,10.0,2248.0,66.828,34624.0,6.81,217706.0,20.63,0.41100000000000003,14178925.0,792416.6,232.0
2015-05-19,232.6,234.5,231.3,232.0,107216,450267,175886,48807487245,3.409339718034234e+17,2.2319999999999998,251345877,0.0341,0.0233,11.077,2598.0,116.615,34750.0,6.553,225297.0,20.625,0.48100000000000004,14178425.0,818617.777220403,234.0
2015-05-20,232.0,235.2,231.5,234.0,106743,390266,176569,48807487245,3.319199787692306e+17,2.5580000000000003,225175064,0.0329,0.0233,9.931000000000001,2396.0,105.54899999999999,30108.0,7.067,227770.0,20.638,0.414,14186300.0,906004.0,235.4
2015-05-21,234.0,236.6,233.6,235.4,98147,334261,165784,48807487245,3.7507542990941434e+17,2.438,190262110,0.0347,0.0235,9.29,2309.0,104.25,27578.0,6.553,210284.0,20.628,0.373,14189850.0,857382.5,240.4
2015-05-22,235.4,242.0,234.6,240.4,102632,412091,166780,48807487245,3.456776467031511e+17,2.376,258002974,0.0354,0.0237,10.435,3054.0,97.448,29926.0,6.553,220985.0,20.691,0.44299999999999995,14189975.0,908597.137475951,238.9
2015-05-23,240.4,241.7,238.1,238.9,86167,433508,143152,48807487245,3.253386903620104e+17,2.075,194926553,0.0355,0.024,12.857000000000001,2683.0,80.779,27166.0,6.681,197780.0,20.642,0.45399999999999996,14196375.0,850507.02,241.0
2015-05-24,238.9,242.4,237.5,241.0,93898,398798,162056,48807487245,3.032958407985736e+17,2.897,140052844,0.0345,0.024,9.863,1857.0,48.95399999999999,27968.0,6.553,264521.0,20.633000000000003,0.37,14199975.0,851874.75,237.4
2015-05-25,241.0,241.8,235.8,237.4,105945,425687,170176,48807487245,3.636941620300477e+17,2.323,179750750,0.035,0.0239,10.213,2127.0,71.82600000000001,30637.0,5.653,219351.0,20.625999999999998,0.439,14203350.0,932241.6610144171,237.8
2015-05-26,237.4,239.0,235.6,237.8,108240,419028,177701,48807487245,3.32258476056569e+17,2.585,200976331,0.0396,0.0237,10.0,2238.0,79.237,34578.0,6.938,234659.0,20.635,0.5,14201525.0,855635.0,237.3
2015-05-27,237.8,238.9,235.9,237.3,107951,437825,176273,48807487245,3.4291845292616045e+17,2.4,239181661,0.0352,0.0237,10.435,2550.0,78.976,29218.0,6.4239999999999995,226335.0,20.62,0.462,14210275.0,784167.68,237.3
2015-05-28,237.3,238.4,236.2,237.3,110848,452825,175511,48807487245,3.2822909723189664e+17,2.397,207657402,0.0348,0.0237,10.909,2175.0,78.596,23591.0,5.782,224433.0,20.615,0.491,14214200.0,803899.9651427721,237.0
2015-05-29,237.3,237.9,235.1,237.0,123898,422172,183934,48807487245,3.6761008097787456e+17,2.492,227855998,0.0341,0.0237,9.351,2086.0,52.43899999999999,24045.0,6.938,261835.0,20.605999999999998,0.462,14213100.0,720632.16,233.2
2015-05-30,237.0,237.1,231.6,233.2,127665,479982,197467,48807487245,3.1687721777189203e+17,2.526,187744811,0.0313,0.0234,10.588,1673.0,28.517,23844.0,8.222999999999999,287493.0,20.599,0.499,14220975.0,855431.6,229.8
2015-05-31,233.2,234.0,229.1,229.8,98636,379627,175026,48535929332,3.506746101877756e+17,2.477,179654704,0.0929,0.0232,9.73,2237.0,79.132,24048.0,7.195,266426.0,20.621,1.057,14224400.0,926865.371505693,223.1
2015-06-01,229.8,231.8,221.0,223.1,128564,531003,212209,47589591154,3.4431677665650816e+17,2.193,253771254,0.0384,0.0227,10.909,2756.0,110.615,27087.0,6.4239999999999995,270870.0,20.649,0.654,14224675.0,824901.27,225.7
2015-06-02,223.1,227.4,222.3,225.7,128057,468759,210342,47589591154,3.291543848554592e+17,2.5669999999999997,234154735,0.0325,0.0224,9.6,2519.0,106.245,28566.0,6.81,271030.0,20.625999999999998,0.493,14231600.0,807176.43,225.6
2015-06-03,225.7,227.9,223.7,225.6,127458,471771,205703,47589591154,3.546233453741335e+17,2.275,247037476,0.032,0.0226,10.141,2503.0,85.82,34732.0,6.681,252042.0,20.581,0.506,14235150.0,860046.112515177,224.2
2015-06-04,225.6,226.7,223.5,224.2,118205,432548,192952,47589591154,3.314291598982256e+17,2.4090000000000003,228411807,0.0321,0.0225,10.213,2378.0,77.833,76661.0,6.938,236357.0,20.565,0.47600000000000003,14238700.0,799318.9,225.3
2015-06-05,224.2,226.4,222.1,225.3,110063,421808,182841,47589591154,3.4346656245554765e+17,2.267,245898550,0.0325,0.0225,10.435,3009.0,103.96600000000001,28700.0,6.167000000000001,236970.0,20.557,0.46,14236225.0,906939.6,224.7
2015-06-06,225.3,225.8,223.5,224.7,92518,287410,171337,47589591154,3.677531332454324e+17,2.733,177687221,0.0347,0.0225,8.09,2611.0,100.988,27936.0,5.91,237632.0,20.545,0.32,14246900.0,1262209.26648019,223.5
2015-06-07,224.7,226.4,222.2,223.5,83478,356071,149459,47589591154,3.9292991230671296e+17,2.1390000000000002,159412333,0.0349,0.0225,9.664,2666.0,64.398,26086.0,6.296,235676.0,20.552,0.34700000000000003,14250425.0,807120.0,228.6
2015-06-08,223.5,229.9,223.0,228.6,108016,372176,158691,47589591154,3.4797077063288083e+17,2.5610000000000004,195425954,0.0363,0.0226,9.172,2371.0,77.56,46002.0,6.553,222782.0,20.59,0.441,14247950.0,935586.6,229.6
2015-06-09,228.6,231.4,227.5,229.6,121487,419535,194212,47589591154,3.713507317036807e+17,2.344,242561892,0.0335,0.0229,9.536,2420.0,115.141,43106.0,6.4239999999999995,236130.0,20.609,0.46799999999999997,14258425.0,954812.7015410471,228.8
2015-06-10,229.6,230.4,227.8,228.8,131110,490404,215214,47589591154,3.7443200927539354e+17,2.5989999999999998,239396139,0.0351,0.0229,8.521,2304.0,106.21700000000001,26645.0,6.296,306739.0,20.62,0.474,14259650.0,891497.0,229.9
2015-06-11,228.8,230.6,228.5,229.9,120489,459109,197362,47589591154,3.848583089849677e+17,2.026,236128392,0.0333,0.023,10.667,2428.0,100.64200000000001,52355.0,6.296,243268.0,20.633000000000003,0.515,14265700.0,786071.64,230.5
2015-06-12,229.9,231.6,229.3,230.5,126803,479125,195296,47589591154,3.215680634889454e+17,2.559,254127410,0.0334,0.0231,10.141,2494.0,92.65899999999999,36988.0,5.396,261237.0,20.627,0.515,14269650.0,943621.951601325,232.5
2015-06-13,230.5,233.1,229.0,232.5,105684,375065,176234,47589591154,3.555508726061766e+17,2.592,187037081,0.0369,0.0231,9.057,2315.0,79.41199999999999,21875.0,5.396,247477.0,20.642,0.424,14273275.0,844662.0,233.8
2015-06-14,232.5,235.5,232.1,233.8,102888,406924,181890,49124063328,3.8518810399253536e+17,2.253,235623787,0.0363,0.0234,9.73,3002.0,64.657,46935.0,6.4239999999999995,265099.0,20.645,0.431,14271575.0,890981.28,237.0
2015-06-15,233.8,238.6,233.3,237.0,129245,512849,219124,49692386355,3.640686684037906e+17,2.343,308368837,0.0362,0.0236,10.0,2815.0,91.012,28128.0,5.91,285309.0,20.633000000000003,0.55,14280100.0,1026526.56898407,249.8
2015-06-16,237.0,254.1,235.7,249.8,121423,573693,193914,49692386355,3.2319082855238886e+17,2.222,377514416,0.0401,0.0242,12.203,3758.0,101.152,84152.0,7.324,250064.0,20.664,0.6779999999999999,14283650.0,893357.04,247.4
2015-06-17,249.8,258.5,245.1,247.4,132964,511154,225794,49692386355,3.284710119863932e+17,3.035,410075090,0.0442,0.0251,9.113999999999999,3566.0,126.211,35914.0,7.324,289748.0,20.663,0.591,14283325.0,960479.25,248.4
2015-06-18,247.4,251.9,242.5,248.4,124773,484335,197515,49692386355,3.88083414034127e+17,2.513,318035462,0.0544,0.0248,9.231,2918.0,109.89200000000001,38557.0,12.847999999999999,240615.0,20.656,0.6970000000000001,14291525.0,1133271.14912139,244.1
2015-06-19,248.4,250.8,243.6,244.1,125075,515826,195454,49692386355,3.877605381770329e+17,2.363,370134020,0.054000000000000006,0.0247,9.796,3658.0,83.052,28107.0,7.709,248069.0,20.81,0.738,14294875.0,823037.76,245.0
2015-06-20,244.1,246.6,238.7,245.0,101878,440109,173555,49692386355,3.4541578743065626e+17,2.3680000000000003,226181094,0.0367,0.0243,10.745999999999999,2668.0,75.267,25438.0,7.324,240680.0,20.849,0.457,14294975.0,742685.61,244.1
2015-06-21,245.0,246.0,240.9,244.1,96530,459770,164560,49692386355,3.17833867078572e+17,2.385,187386042,0.0355,0.0243,11.613,2479.0,62.666000000000004,23500.0,6.167000000000001,257418.0,20.849,0.45299999999999996,14301625.0,835797.23668661,247.5
2015-06-22,244.1,248.6,243.2,247.5,119192,589155,177302,49692386355,3.442357339734939e+17,2.7489999999999997,251854178,0.0575,0.0246,9.412,2317.0,85.67299999999999,27394.0,6.296,209934.0,20.816,0.726,14305200.0,877380.24,243.8
2015-06-23,247.5,247.7,242.3,243.8,125420,521540,210762,49692386355,3.5908266494546003e+17,2.401,261163972,0.0366,0.0245,10.286,2259.0,71.499,28352.0,6.81,270073.0,20.828000000000003,0.5329999999999999,14308975.0,912266.24,240.6
2015-06-24,243.8,244.5,239.1,240.6,112937,385482,187834,49692386355,3.7747392618738086e+17,2.523,257325667,0.0352,0.0243,9.231,2474.0,70.355,36725.0,6.039,229199.0,20.828000000000003,0.418,14306725.0,1077185.36594486,242.6
2015-06-25,240.6,243.6,239.3,242.6,111316,358747,154872,49692386355,3.7575249301347616e+17,2.463,206820947,0.0364,0.0243,9.474,2082.0,68.443,26008.0,7.581,203345.0,20.831999999999997,0.43799999999999994,14316675.0,896744.42,242.9
2015-06-26,242.6,243.5,240.1,242.9,116278,416795,206710,49692386355,3.8290832223013645e+17,2.452,339403846,0.0379,0.0243,9.351,3171.0,80.325,23984.0,6.296,256306.0,20.831999999999997,0.47,14319875.0,799424.5,250.7
2015-06-27,242.9,251.6,241.8,250.7,105875,485325,195858,49692386355,3.3791117091450035e+17,2.364,289619884,0.039,0.0246,11.163,2938.0,61.935,23636.0,6.681,273447.0,20.845,0.517,14318325.0,860747.558580137,248.9
2015-06-28,250.7,251.6,246.6,248.9,99004,412655,169504,49490567919,3.463642168488562e+17,2.553,190685512,0.0388,0.025,10.213,2061.0,68.625,25663.0,6.553,242109.0,20.862,0.435,14326975.0,873579.6,257.0
2015-06-29,248.9,257.5,248.0,257.0,124040,487031,197030,49402014931,3.3600246025987923e+17,2.648,308263040,0.0381,0.0253,10.286,2704.0,116.419,40197.0,8.094,246196.0,20.81,0.532,14330550.0,945633.06,264.1
2015-06-30,257.0,268.7,255.4,264.1,155724,598351,223089,49402014931,3.5567635955597306e+17,2.699,397095089,0.0505,0.0263,9.931000000000001,2807.0,213.26,33375.0,9.508,280811.0,20.799,0.82,14329950.0,987310.631191298,257.6
2015-07-01,264.1,265.0,254.4,257.6,143977,634389,209025,49402014931,3.625935789379196e+17,2.436,295600129,0.0384,0.026000000000000002,10.667,2388.0,85.796,29052.0,8.472999999999999,267891.0,20.816999999999997,0.627,14337675.0,898066.26,254.9
2015-07-02,257.6,261.3,253.1,254.9,141999,476853,226716,49402014931,3.396734829312694e+17,2.938,310296166,0.0441,0.0258,9.351,2421.0,136.22299999999998,27119.0,8.131,276497.0,20.836,0.628,14341725.0,1039532.5,255.4
2015-07-03,254.9,256.7,252.4,255.4,129558,430182,208149,49402014931,3.9616383209972954e+17,2.617,293845935,0.0451,0.0256,8.943999999999999,2454.0,100.54899999999999,25771.0,7.585,267584.0,20.78,0.564,14341475.0,1209697.87933563,260.5
2015-07-04,255.4,261.1,253.4,260.5,104430,388004,177276,49402014931,3.7127158508963834e+17,2.65,222354803,0.044000000000000004,0.0258,9.474,2267.0,64.80199999999999,23847.0,7.585,251749.0,20.788,0.46799999999999997,14349225.0,986961.56,270.1
2015-07-05,260.5,274.1,257.6,270.1,114942,442136,196544,49402014931,3.7691692123981926e+17,2.506,279961725,0.0482,0.0265,10.141,2708.0,157.536,24976.0,8.729,272051.0,20.78,0.5870000000000001,14353475.0,1169750.23,269.1
2015-07-06,270.1,277.5,266.5,269.1,173889,507676,247289,49402014931,3.9940439210732864e+17,3.105,376736516,0.0557,0.0541,7.956,2371.0,138.02100000000002,36903.0,9.125,287795.0,20.833000000000002,0.7809999999999999,14353150.0,1414820.45148119,266.2
2015-07-07,269.1,271.3,263.2,266.2,190613,768931,242223,49402014931,3.6500241697786e+17,2.488,307521862,0.0608,0.0535,10.745999999999999,1828.0,134.29,29915.0,8.258,283673.0,20.845,1.276,14361025.0,1051752.0,268.6
2015-07-08,266.2,273.6,263.2,268.6,201586,737068,243903,49402014931,3.6986146483641056e+17,2.9589999999999996,316993630,0.0677,0.0537,8.943999999999999,1685.0,150.737,36474.0,8.826,286530.0,20.843000000000004,1.247,14364475.0,945214.56,269.1
